@relation myInstances

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute label {other,fall}

@data
6.186806,6.186806,6.186806,-8.516436,-8.516436,-8.516436,-0.224636,-10.247177,-0.99522,9.834444,15.660079,51.520458,3.135992,3.957282,7.177775,2.074338,1.107088,0.374025,-2.688578,-1.869658,-0.641233,-0.290565,-0.209937,-0.111307,3.396125,0.785355,0.123122,1.842858,0.886202,0.350888,other
7.580274,7.580274,7.580274,-14.664933,-14.664933,-14.664933,0.235606,-10.239718,-1.092146,11.044798,13.973872,46.705654,3.323371,3.738164,6.834154,2.024858,1.730782,0.49742,-3.066093,-1.945405,-1.092051,0.194095,-0.072431,-0.039347,3.484664,1.356016,0.253872,1.866726,1.164481,0.503857,other
5.99287,5.99287,5.99287,-1.834015,-1.834015,-1.834015,1.374556,1.815562,9.408218,3.249231,1.915426,14.469625,1.802562,1.383989,3.803896,1.124855,0.534353,0.963944,-1.215369,-0.249998,-0.730597,0.125052,0.044439,0.091139,0.486042,0.058178,0.300049,0.697167,0.241201,0.547768,other
6.119766,6.119766,6.119766,-1.465296,-1.465296,-1.465296,1.648299,1.237494,9.272202,2.955232,2.552531,20.466467,1.719079,1.597664,4.523988,0.763834,0.462881,0.535116,-1.92153,-0.607355,-0.686004,-0.250997,0.00516,-0.007577,0.711724,0.117302,0.118953,0.843637,0.342493,0.344896,other
4.726298,4.726298,4.726298,-1.029538,-1.029538,-1.029538,1.695989,1.381839,9.767983,1.751181,2.823545,14.073783,1.323322,1.680341,3.751504,0.584239,0.534353,0.161877,-0.853737,-0.486403,-0.397064,0.009599,-0.007241,-0.157666,0.249439,0.087727,0.033436,0.499439,0.296187,0.182854,other
4.585036,4.585036,4.585036,-1.108549,-1.108549,-1.108549,1.382401,1.534464,9.355948,1.488777,2.38606,16.005495,1.220154,1.544688,4.000687,0.567135,0.428062,0.190588,-0.982019,-0.226175,-0.63408,-0.093638,0.108702,-0.161148,0.266123,0.054176,0.092272,0.515872,0.232758,0.303763,other
2.499623,2.499623,2.499623,-2.16203,-2.16203,-2.16203,0.210962,2.265356,9.172254,0.884818,1.459836,11.831938,0.940648,1.208237,3.439758,0.378378,0.404849,0.433712,-0.496381,-0.736858,-0.523513,-0.136276,-0.160385,-0.078376,0.071868,0.08418,0.095906,0.268081,0.290138,0.309687,other
2.695953,2.695953,2.695953,-4.14449,-4.14449,-4.14449,-0.240784,2.189218,9.822752,2.172544,2.62336,16.917156,1.473955,1.619679,4.113047,0.296522,0.590552,0.694552,-0.352828,-0.454638,-0.448377,-0.0364,0.030083,0.024433,0.061351,0.109482,0.172227,0.247691,0.330881,0.415003,other
2.82285,2.82285,2.82285,-2.379909,-2.379909,-2.379909,0.162731,1.878841,9.455949,1.115943,2.217033,11.061834,1.056382,1.48897,3.325934,0.799264,0.159892,0.641407,-0.661926,-0.549322,-0.594985,-0.112819,-0.176756,-0.028835,0.192512,0.061378,0.195795,0.438762,0.247746,0.442487,other
2.796513,2.796513,2.796513,-1.53473,-1.53473,-1.53473,0.39157,3.268159,8.895157,0.755752,1.438354,8.875562,0.86934,1.199314,2.979188,0.548198,0.376138,0.546112,-0.337556,-0.203573,-0.40134,-0.004512,-0.035157,-0.005377,0.057931,0.04414,0.111165,0.240689,0.210096,0.333414,other
4.276175,4.276175,4.276175,-1.958517,-1.958517,-1.958517,0.877927,3.106944,9.460658,1.398813,1.989239,11.406163,1.182714,1.410404,3.377301,0.221386,0.3346,0.699439,-1.167111,-0.387443,-0.475866,-0.162482,-0.028621,0.016308,0.168541,0.063037,0.123454,0.410537,0.251073,0.35136,other
3.320859,3.320859,3.320859,-1.252206,-1.252206,-1.252206,0.959306,2.311353,9.132536,1.138055,1.649227,14.081182,1.066797,1.284222,3.75249,0.87379,0.294893,0.835051,-0.379706,-0.552377,-0.891865,0.136353,0.026357,-0.01283,0.157959,0.065038,0.27841,0.397441,0.255026,0.527646,other
4.300117,4.300117,4.300117,-1.936968,-1.936968,-1.936968,0.841215,2.384378,9.410804,1.578085,1.729915,10.860157,1.256218,1.315262,3.295475,0.479782,0.925917,0.952337,-0.781655,-0.220066,-0.493581,-0.069936,0.077303,0.218505,0.155232,0.107847,0.187113,0.393995,0.328401,0.432566,other
4.089421,4.089421,4.089421,-1.161223,-1.161223,-1.161223,1.151992,1.818718,9.563425,1.61868,1.645081,11.316404,1.272273,1.282607,3.363986,0.658154,0.591774,0.761136,-0.431629,-0.20907,-0.579713,0.092554,0.13277,0.020157,0.084344,0.072852,0.140334,0.290421,0.26991,0.374612,other
5.030371,5.030371,5.030371,-0.763774,-0.763774,-0.763774,1.765485,1.873653,9.020218,1.328509,1.469661,12.789763,1.15261,1.212296,3.576278,0.46451,0.481207,0.414165,-0.558689,-0.633011,-0.480753,-0.033101,0.013956,-0.045145,0.097225,0.111914,0.108525,0.311809,0.334535,0.329431,other
3.854782,3.854782,3.854782,-0.749408,-0.749408,-0.749408,1.589054,2.176103,9.670183,0.890107,1.213709,10.7338,0.943455,1.101685,3.276248,0.460234,0.293061,0.655457,-0.410249,-0.602468,-0.470368,-0.058941,-0.023062,0.089001,0.076927,0.074508,0.216273,0.277358,0.272961,0.465051,other
3.943371,3.943371,3.943371,-1.108549,-1.108549,-1.108549,1.180537,2.149607,9.060175,1.278846,1.304725,13.347865,1.130861,1.142246,3.653473,0.512768,0.512361,0.540614,-0.746225,-0.461969,-0.496024,0.028841,0.052685,-0.038547,0.150548,0.097988,0.168505,0.388005,0.313031,0.410494,other
5.121354,5.121354,5.121354,-1.86514,-1.86514,-1.86514,1.313286,2.095523,9.622644,2.409264,1.21835,13.964793,1.55218,1.103789,3.73695,0.385708,0.634534,0.951726,-0.552581,-0.532829,-0.935237,-0.018746,0.032221,-0.104704,0.110208,0.102612,0.395931,0.331976,0.320331,0.62923,other
4.158855,4.158855,4.158855,-1.223474,-1.223474,-1.223474,1.270189,1.8848,9.244667,1.763496,1.379174,9.008369,1.327967,1.174382,3.001395,0.232992,0.528244,0.707991,-0.796927,-0.669663,-0.701886,-0.152953,-0.054583,-0.10617,0.127129,0.131418,0.275237,0.356552,0.362517,0.52463,other
4.759819,4.759819,4.759819,-0.919402,-0.919402,-0.919402,1.032837,2.100391,9.282444,1.508963,1.422129,13.170826,1.228399,1.19253,3.629163,0.449849,0.277178,1.115438,-0.355271,-0.252442,-0.806955,0.047045,-0.055988,0.115207,0.064295,0.047227,0.403181,0.253564,0.217318,0.634965,other
3.981679,3.981679,3.981679,-1.920208,-1.920208,-1.920208,0.707721,1.901746,9.749168,2.00585,1.258742,12.899321,1.41628,1.121937,3.591562,0.71191,0.302835,0.569325,-0.850072,-0.249998,-0.759307,0.090355,0.091475,-0.060477,0.178779,0.028718,0.249542,0.422823,0.169463,0.499541,other
3.189174,3.189174,3.189174,-1.936968,-1.936968,-1.936968,0.520356,2.090016,9.057861,1.446844,1.039075,7.970088,1.202848,1.01935,2.823135,0.340504,0.15806,0.687832,-0.53792,-0.465634,-0.845439,0.002024,-0.05837,-0.100306,0.084891,0.040986,0.282725,0.29136,0.20245,0.531719,other
4.283358,4.283358,4.283358,-1.690358,-1.690358,-1.690358,0.577206,1.920421,9.77186,1.891553,1.178156,13.228669,1.375337,1.085429,3.637124,0.355165,0.5539,0.736091,-0.824416,-0.391719,-0.887589,-0.102312,0.033138,0.068843,0.175095,0.075062,0.336636,0.418443,0.273975,0.580203,other
5.059103,5.059103,5.059103,-1.563461,-1.563461,-1.563461,0.789446,1.838377,9.226045,1.894995,0.990702,9.576124,1.376588,0.99534,3.094531,0.342948,0.480596,0.692719,-0.877561,-0.431425,-0.927295,0.039042,0.042728,-0.023093,0.120587,0.103617,0.45319,0.347257,0.321897,0.673194,other
4.233078,4.233078,4.233078,-1.786129,-1.786129,-1.786129,1.073885,1.729358,9.486463,1.794989,1.078494,9.026773,1.339772,1.038506,3.004459,0.567746,0.399962,0.674393,-0.762718,-0.31475,-1.018925,-0.043791,0.089704,-0.074405,0.181075,0.060036,0.326237,0.425529,0.245022,0.571172,other
3.057489,3.057489,3.057489,-4.63771,-4.63771,-4.63771,0.286802,1.974308,9.549767,1.824536,1.923432,10.642493,1.350754,1.386879,3.262283,0.642272,1.093294,1.015867,-0.625885,-1.19684,-1.428205,0.198661,0.113405,-0.006416,0.218197,0.400881,0.548876,0.467115,0.633151,0.740862,other
3.718309,3.718309,3.718309,-4.285752,-4.285752,-4.285752,-1.241831,3.181699,8.827611,2.68328,1.1661,11.418381,1.638072,1.079861,3.379109,0.388152,0.656526,0.724484,-0.336334,-0.480295,-0.76114,0.051076,0.093797,0.099752,0.065289,0.132463,0.23809,0.255516,0.363954,0.487944,other
2.846793,2.846793,2.846793,-3.996045,-3.996045,-3.996045,-0.661432,3.110456,9.354804,1.972983,1.343617,9.761249,1.404629,1.159145,3.1243,0.647159,0.68768,0.654235,-0.712017,-0.414932,-0.599261,-0.010071,-0.001193,-0.068846,0.169323,0.105248,0.209788,0.411489,0.32442,0.458027,other
1.532336,1.532336,1.532336,-4.024776,-4.024776,-4.024776,-0.733792,3.144055,9.064911,1.858064,0.869928,6.152621,1.363108,0.932699,2.480448,0.305074,1.077412,0.717154,-0.593509,-0.517557,-0.760529,-0.0904,-0.136316,-0.000735,0.075476,0.220051,0.293817,0.274729,0.469096,0.542049,other
3.270579,3.270579,3.270579,-4.170827,-4.170827,-4.170827,-0.557946,3.310856,9.02325,1.753193,1.571487,10.857697,1.324082,1.25359,3.295102,0.411365,0.64553,0.702493,-0.789596,-0.574368,-0.594985,-0.012698,0.062581,0.101402,0.116179,0.148216,0.232903,0.340851,0.384988,0.4826,other
4.063084,4.063084,4.063084,-2.980872,-2.980872,-2.980872,-0.193032,3.513306,9.365126,2.333772,2.030262,12.280519,1.527669,1.424873,3.504357,0.59157,0.431727,0.83444,-0.650319,-0.288483,-0.885756,-0.002924,0.058733,-0.067991,0.112169,0.059517,0.414153,0.334916,0.243961,0.643547,other
4.089421,4.089421,4.089421,-3.20354,-3.20354,-3.20354,0.110509,3.540175,8.633861,2.47566,0.969452,10.419559,1.573423,0.984608,3.227934,0.487723,0.435392,0.901024,-0.358326,-0.605522,-0.839942,0.00685,0.026601,-0.041602,0.075105,0.121501,0.418591,0.274053,0.34857,0.646986,other
3.2203,3.2203,3.2203,-2.655251,-2.655251,-2.655251,-0.173292,3.641692,9.047565,2.131114,1.332453,11.155612,1.459834,1.154319,3.340002,0.289802,0.633924,0.746476,-0.748668,-0.481516,-0.543061,0.007155,0.092392,0.185579,0.10019,0.113383,0.24142,0.316529,0.336725,0.491345,other
3.885908,3.885908,3.885908,-3.469304,-3.469304,-3.469304,0.04331,3.500244,9.422748,2.341421,1.679953,13.497512,1.53017,1.29613,3.673896,0.499329,0.409736,1.143538,-0.44629,-0.395995,-0.807566,0.07319,-0.091968,0.057297,0.058432,0.084312,0.296271,0.241727,0.290365,0.544308,other
3.46691,3.46691,3.46691,-2.087808,-2.087808,-2.087808,0.603384,3.109285,8.701114,1.517675,1.312679,9.155724,1.23194,1.145722,3.025843,0.289192,0.252744,0.723263,-0.500657,-0.42043,-0.707995,-0.038782,-0.07975,0.053327,0.064513,0.045934,0.211691,0.253995,0.214321,0.460099,other
4.546728,4.546728,4.546728,-0.301679,-0.301679,-0.301679,1.494453,3.311415,9.229584,1.351892,2.32559,13.875504,1.162709,1.524989,3.724984,0.423582,0.332156,0.966998,-0.574572,-0.535273,-0.901028,-0.065416,-0.164111,-0.009776,0.091955,0.076991,0.330354,0.303242,0.277473,0.574764,other
5.456553,5.456553,5.456553,-4.192375,-4.192375,-4.192375,0.295347,3.602479,9.095877,3.461802,2.749784,15.0411,1.860592,1.658247,3.878286,0.687476,0.675462,0.26939,-1.457883,-0.827266,-0.671343,0.007277,0.006198,-0.228099,0.342103,0.163332,0.15135,0.584896,0.404143,0.389038,other
20.499781,20.499781,20.499781,-3.172414,-3.172414,-3.172414,1.404588,2.005072,7.556358,12.504046,14.508849,15.241915,3.536106,3.809048,3.904089,1.415627,0.688901,4.817893,-1.32899,-3.726433,-1.595582,-0.142446,-1.017001,0.566087,0.759649,2.54728,3.281375,0.871579,1.59602,1.811457,other
25.850985,25.850985,25.850985,-7.640131,-7.640131,-7.640131,4.765831,-8.256071,0.054909,37.962513,42.375015,20.957079,6.161373,6.509609,4.57789,1.562235,0.876437,1.946215,-2.547056,-1.405756,-0.296882,0.265062,-0.048657,0.417708,1.524305,0.538955,0.540271,1.234627,0.734135,0.735031,other
7.431829,7.431829,7.431829,-16.237972,-16.237972,-16.237972,-0.142273,-10.197323,-0.752201,17.070295,30.930733,54.664555,4.131621,5.56154,7.393548,1.771761,0.972954,0.992654,-2.931901,-1.375823,-0.883313,-0.281845,0.032282,-0.179841,3.122847,0.636812,0.39623,1.767158,0.798005,0.629468,other
11.411114,11.411114,11.411114,-11.688849,-11.688849,-11.688849,0.311894,-10.211688,-0.713707,9.800536,14.76861,36.111183,3.130581,3.842995,6.009258,1.9257,1.512348,0.986546,-2.685722,-1.075277,-2.558916,0.011431,0.411263,-0.423576,3.172154,0.569538,1.327436,1.781054,0.754677,1.152144,other
21.129475,21.129475,21.129475,-3.708732,-3.708732,-3.708732,6.398726,-7.706984,-1.005117,24.396421,11.458158,25.28425,4.939273,3.38499,5.028345,0.898835,1.418885,0.891251,-2.256895,-1.580463,-1.415987,0.203731,0.307355,-0.07355,0.823725,0.935069,0.76292,0.907593,0.96699,0.873453,other
16.975409,16.975409,16.975409,-9.414289,-9.414289,-9.414289,1.657613,1.541209,9.014614,10.826978,6.598995,9.434108,3.290437,2.568851,3.071499,1.187774,2.77073,0.204027,-0.718125,-0.056354,-6.234493,-0.197057,0.654204,-0.798036,0.35483,1.015618,4.787365,0.595676,1.007779,2.188005,other
5.056708,5.056708,5.056708,-3.627326,-3.627326,-3.627326,0.774122,2.558948,9.144534,1.945784,2.501502,4.587435,1.394914,1.581614,2.14183,1.758933,0.594828,0.580931,-0.281967,-0.968987,-1.213791,0.30202,-0.152993,0.025227,0.334769,0.236751,0.258503,0.578592,0.48657,0.508432,other
20.758362,20.758362,20.758362,-9.177256,-9.177256,-9.177256,4.978761,-7.148134,1.491101,37.961044,54.300716,17.600334,6.161253,7.368902,4.195275,1.571398,1.094516,4.599813,-1.71017,-4.128382,-0.758086,0.365305,-0.931663,1.18697,0.899805,2.5416,2.68048,0.94858,1.594239,1.637217,other
9.553157,9.553157,9.553157,-10.539598,-10.539598,-10.539598,-0.195839,-10.304833,-0.822836,10.19177,19.110844,46.078289,3.192455,4.371595,6.788099,1.836513,1.569769,0.395839,-3.244664,-2.163839,-0.599872,-0.002558,0.068873,-0.087539,3.050936,1.064827,0.113354,1.746693,1.031905,0.33668,other
22.728851,22.728851,22.728851,-3.890697,-3.890697,-3.890697,5.535781,-5.815911,2.184014,31.745022,27.850735,33.359608,5.634272,5.27738,5.775778,1.562235,4.346763,1.659719,-2.614251,-1.216998,-5.553378,-0.282151,0.667338,-1.343905,1.852356,2.583555,5.845155,1.361013,1.607344,2.417676,other
6.680027,6.680027,6.680027,-1.283331,-1.283331,-1.283331,1.828975,1.604777,9.187194,3.343296,1.496957,10.089663,1.828468,1.223502,3.176423,1.334993,0.609489,0.175927,-1.035164,-0.14554,-0.767249,-0.518189,0.013101,-0.057851,0.781245,0.081266,0.065753,0.883881,0.285072,0.256424,other
25.171011,25.171011,25.171011,-5.964139,-5.964139,-5.964139,5.978025,-3.702746,4.004265,38.892773,38.663006,29.108541,6.236407,6.217958,5.395233,1.320332,1.194698,3.835621,-1.967345,-4.058132,-1.505785,0.199028,-1.48358,0.690704,1.091536,2.398289,2.438815,1.044766,1.548641,1.561671,other
14.889995,14.889995,14.889995,-7.089447,-7.089447,-7.089447,1.590942,-9.702985,-0.491598,17.339146,32.996819,29.631931,4.16403,5.744286,5.443522,2.943401,2.646725,4.301712,-3.22756,-2.454611,-0.929739,0.015096,-0.141325,0.440371,3.891673,2.147128,2.13943,1.972732,1.465308,1.462679,other
6.354405,6.354405,6.354405,-9.658504,-9.658504,-9.658504,-0.73036,-10.436857,-0.62863,7.934409,12.361075,28.392202,2.816808,3.515832,5.328433,2.179209,0.489148,0.668896,-3.708921,-1.537702,-0.723877,-0.245499,-0.581332,-0.131338,5.17835,0.497739,0.256474,2.275599,0.705506,0.506433,other
6.859597,6.859597,6.859597,-14.727184,-14.727184,-14.727184,-0.743812,-9.508445,-0.934117,11.654006,13.766275,37.02512,3.413796,3.710293,6.084827,2.10224,0.46227,1.061682,-2.745587,-2.021508,-0.507631,-0.432973,-0.064845,0.222109,4.095732,0.491147,0.16909,2.023792,0.700819,0.411206,other
7.434223,7.434223,7.434223,-8.152506,-8.152506,-8.152506,0.105268,-10.457447,-1.166783,8.93452,12.221727,42.141636,2.989067,3.495959,6.491659,1.689295,0.788472,0.875979,-3.203736,-2.267076,-1.061686,-0.412326,-0.85787,-0.226572,3.29554,1.106416,0.383829,1.815362,1.051863,0.619539,other
19.865297,19.865297,19.865297,-21.694525,-21.694525,-21.694525,1.705712,-8.298787,0.590364,30.540716,28.130308,32.980412,5.526366,5.303801,5.742857,1.793753,3.703521,0.96883,-1.749266,-1.551752,-2.822199,0.530117,-0.001254,-0.249418,1.821166,2.28901,1.166227,1.349506,1.512947,1.07992,other
7.728719,7.728719,7.728719,-0.744619,-0.744619,-0.744619,2.58669,2.800329,8.824698,4.015691,2.412521,7.841137,2.003919,1.553229,2.800203,1.17739,0.800079,1.142927,-0.388869,-0.665998,-0.629193,-0.062117,0.225377,-0.093159,0.259641,0.177283,0.288279,0.50955,0.42105,0.536916,other
4.486871,4.486871,4.486871,-1.987248,-1.987248,-1.987248,0.622485,2.73937,9.156079,1.1309,4.059923,5.744404,1.063438,2.014925,2.396749,1.890269,1.508683,2.36649,-0.666202,-3.767361,-1.391553,0.479659,-0.071992,-0.006233,0.547377,1.91039,1.006671,0.739849,1.382169,1.00333,other
11.231544,11.231544,11.231544,-6.237086,-6.237086,-6.237086,-0.293831,9.56965,1.21411,8.195168,24.653488,20.127131,2.86272,4.965228,4.486327,4.221331,2.683377,1.226616,-1.56173,-1.256094,-1.596804,0.334701,0.141566,-0.156383,4.394296,1.64522,0.628985,2.096258,1.282661,0.793086,other
11.600262,11.600262,11.600262,-5.171634,-5.171634,-5.171634,1.217702,9.911952,-0.899609,6.993516,37.339447,38.099815,2.644526,6.110601,6.172505,3.067407,2.330907,1.199738,-2.739478,-1.28908,-1.353068,-0.221919,0.344312,-0.299631,3.589377,1.110215,0.650765,1.894565,1.053667,0.8067,other
13.553989,13.553989,13.553989,-3.572258,-3.572258,-3.572258,0.884844,9.844194,-0.88918,5.442069,22.044012,23.413248,2.332824,4.695105,4.838724,3.198132,1.150105,1.337182,-2.004607,-2.77837,-1.068405,0.130061,-0.281947,-0.103055,3.91644,1.367615,0.53864,1.979,1.169451,0.733921,other
8.638543,8.638543,8.638543,-5.080651,-5.080651,-5.080651,0.508996,10.773492,-1.007298,4.819697,18.734297,31.518991,2.195381,4.328313,5.614178,3.424763,0.767703,1.991419,-3.063237,-2.96896,-0.601704,-1.148297,-0.48622,0.545806,2.906155,1.156734,0.431525,1.704745,1.075516,0.656905,other
12.964998,12.964998,12.964998,-7.319298,-7.319298,-7.319298,0.747439,8.881429,-2.478394,8.070274,13.984472,26.490629,2.840823,3.739582,5.146905,3.344739,2.274708,0.838716,-2.662509,-1.76922,-1.237615,0.273309,0.445777,-0.304335,4.148558,1.259197,0.516399,2.036801,1.122139,0.718609,other
5.786962,5.786962,5.786962,-13.134992,-13.134992,-13.134992,-2.318829,9.492422,-0.523761,16.017145,11.832967,10.710904,4.002143,3.439908,3.272752,2.137059,1.746309,2.569908,-1.853724,-2.543797,-1.888186,-0.385937,-0.458059,0.038299,1.605563,2.100873,1.405053,1.267108,1.449439,1.185349,other
3.179597,3.179597,3.179597,-10.585089,-10.585089,-10.585089,-1.952664,1.725501,8.888931,7.20943,6.924213,5.878432,2.685038,2.63139,2.424548,2.520072,5.357134,1.492342,-2.577599,-1.793044,-3.45139,-0.013675,0.315296,-0.086073,1.954845,3.996664,1.901822,1.398158,1.999166,1.379066,other
3.876331,3.876331,3.876331,-3.361562,-3.361562,-3.361562,-0.04293,1.728304,9.472336,1.830891,3.27036,5.668616,1.353104,1.808414,2.380886,0.631276,0.415845,0.524731,-0.415136,-0.114386,-0.549781,0.288642,0.010413,0.191199,0.091195,0.042323,0.083845,0.301985,0.205725,0.28956,other
2.83961,2.83961,2.83961,-3.725492,-3.725492,-3.725492,-0.263769,2.189032,9.267493,1.700664,1.110033,3.986741,1.304095,1.053581,1.996683,0.30935,0.942411,0.705548,-0.102984,-0.702039,-0.734262,0.054253,-0.079995,-0.173549,0.017924,0.190031,0.179662,0.133879,0.435926,0.423866,other
34.50629,34.50629,34.50629,-2.185973,-2.185973,-2.185973,4.802197,2.582435,6.464781,63.07917,30.602585,29.126091,7.94224,5.53196,5.396859,3.551823,3.996126,3.601049,-3.737021,-2.462552,-1.291982,-0.519899,-0.266614,0.031458,4.99328,3.408958,2.115324,2.234565,1.846336,1.454416,fall
26.67701,26.67701,26.67701,-49.159252,-49.159252,-49.159252,3.577745,-1.839202,-6.495701,100.71283,22.285168,159.33989,10.035578,4.720717,12.622991,0.94465,-0.038639,2.703077,-1.936801,-2.445448,-0.524735,-0.323873,-1.006127,0.364563,0.586735,0.774731,1.337943,0.765986,0.880188,1.156695,fall
2.241041,2.241041,2.241041,-14.138193,-14.138193,-14.138193,-2.038573,0.498751,8.914526,9.11313,3.688824,10.093279,3.018796,1.920631,3.176992,0.840192,3.584403,0.872314,-0.329004,-0.82299,-0.750144,0.206847,0.567339,0.160534,0.139654,2.225505,0.23203,0.373703,1.491813,0.481695,fall
21.601147,21.601147,21.601147,-10.022434,-10.022434,-10.022434,2.955553,-1.926673,8.189826,32.032963,29.870308,40.038128,5.659767,5.465374,6.327569,0.368604,3.362659,0.483193,-3.858583,-1.750283,-3.116636,-0.931867,-0.069488,-0.630842,1.806589,2.263965,1.167402,1.344094,1.504648,1.080464,fall
