@relation myInstances

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute label {other,fall}

@data
4.470111,4.470111,4.470111,-4.877138,-4.877138,-4.877138,-0.750525,-9.980269,-0.428309,3.824388,3.157777,2.558714,1.955604,1.777014,1.599598,-0.332804,-9.814133,-0.450124,1.661817,2.723263,1.619115,-2.306363,-1.261411,-0.454773,0.027875,0.826038,0.15707,1.431847,1.60154,0.344736,1.196598,1.26552,0.587143,0.348457,1.086144,-0.005176,other
8.504464,8.504464,8.504464,-14.135798,-14.135798,-14.135798,-1.367982,-9.342168,-1.451569,10.994061,14.571412,14.424425,3.315729,3.817252,3.79795,-1.266571,-9.742304,-1.05827,2.244583,2.255951,0.395552,-2.589194,-1.831959,-0.639254,0.352489,0.058791,-0.155998,2.894541,1.320243,0.098828,1.701335,1.149018,0.314368,0.61907,-0.160021,-0.221422,other
13.628212,13.628212,13.628212,-9.763853,-9.763853,-9.763853,-0.480863,-9.683682,-2.286741,7.724692,10.730828,14.132912,2.779333,3.275794,3.759377,-0.569837,-9.472948,-2.722291,2.303226,-0.028074,0.71931,-2.961822,-4.562527,-1.669784,-0.416163,-1.124394,-0.323192,2.323709,2.036715,0.517894,1.524372,1.427135,0.719648,-0.405351,-1.001182,-0.249522,other
12.605857,12.605857,12.605857,-10.101445,-10.101445,-10.101445,-1.124697,-9.366509,-3.781757,8.816081,12.204092,14.980803,2.969189,3.493436,3.870504,-1.491633,-9.055147,-4.292935,2.450444,0.955419,0.730917,-1.164045,-2.366466,-1.119394,0.071674,-0.169856,-0.050807,1.624503,1.037544,0.47187,1.27456,1.018599,0.686928,-0.476211,0.047673,0.004598,other
9.141341,9.141341,9.141341,-12.186859,-12.186859,-12.186859,-0.498461,-9.877235,-1.912946,7.315037,22.845779,14.187184,2.704632,4.779726,3.766588,-0.641666,-9.076695,-2.506806,1.538423,-0.141695,0.156093,-3.205557,-3.219845,-1.289215,-0.415247,-1.574968,-0.50523,1.942088,1.328315,0.235622,1.393588,1.152526,0.485409,-0.499424,-1.739108,-0.658802,other
10.688043,10.688043,10.688043,-12.105453,-12.105453,-12.105453,-1.01903,-8.933172,-3.850047,7.561416,11.966866,9.325448,2.749803,3.459316,3.05376,-1.1708,-8.612206,-3.890697,2.735108,0.466116,0.76818,-0.938025,-0.917494,-1.054031,0.401541,-0.233142,-0.142193,1.506863,0.225023,0.36771,1.227544,0.474366,0.606391,0.041803,-0.41353,-0.261128,other
8.277008,8.277008,8.277008,-7.120573,-7.120573,-7.120573,-0.605858,-9.653876,-3.536078,6.902582,12.065416,16.18667,2.627276,3.473531,4.023266,-0.586597,-9.201198,-3.562681,2.511531,0.244983,1.171961,-2.492066,-2.243072,-1.217133,-0.052942,-1.021463,-0.11391,3.03164,0.624221,0.488547,1.74116,0.790077,0.698962,-0.076094,-1.086093,0.0272,other
9.629773,9.629773,9.629773,-7.498868,-7.498868,-7.498868,-0.738368,-9.399205,-2.472701,7.474426,9.583888,17.023573,2.73394,3.095786,4.125963,-0.866727,-8.935433,-3.210722,1.616002,0.839355,0.88119,-2.84759,-3.534441,-1.397949,-0.428686,-0.680723,-0.267481,1.529489,1.834633,0.527428,1.236725,1.354486,0.726243,-0.400464,-0.535703,-0.439501,other
7.6114,7.6114,7.6114,-6.249057,-6.249057,-6.249057,-0.84063,-9.103086,-3.47098,5.185843,7.086185,8.938055,2.277245,2.661989,2.989658,-0.739831,-8.767835,-3.521978,2.077817,0.890056,0.835986,-1.25934,-0.542423,-0.939189,0.396105,0.220976,-0.233639,1.621333,0.232466,0.305911,1.273316,0.482148,0.553092,-0.095642,0.042786,-0.345428,other
7.649708,7.649708,7.649708,-11.954614,-11.954614,-11.954614,-0.715888,-10.057923,-1.523929,13.582388,13.699297,29.175406,3.685429,3.701256,5.401426,-0.909824,-9.713573,-1.259389,2.267796,2.592538,0.554377,-1.944731,-0.503938,-0.975841,0.202582,0.98639,-0.010185,2.487902,1.025839,0.190201,1.577309,1.012837,0.43612,-0.131683,0.966415,-0.055878,other
11.832506,11.832506,11.832506,-13.48695,-13.48695,-13.48695,-0.60929,-10.059812,-0.956087,15.482052,18.936047,20.111971,3.934724,4.351557,4.484637,-0.251399,-9.907509,-0.598569,2.055215,1.695177,0.720532,-2.850034,-2.040264,-0.754097,0.059884,-0.089894,-0.122951,3.249386,1.509987,0.346243,1.802605,1.228815,0.588424,0.493843,-0.188732,-0.435225,other
10.223554,10.223554,10.223554,-8.983319,-8.983319,-8.983319,-0.307664,-10.020625,-0.490214,11.354513,17.178291,15.703936,3.369646,4.14467,3.962819,-0.36393,-9.553157,-0.031126,1.615392,0.482609,0.435258,-2.886685,-4.043292,-0.876881,-0.479998,-1.110222,-0.245612,2.684023,2.494185,0.204069,1.638299,1.579299,0.45174,0.15298,-1.163673,-0.261739,other
9.093455,9.093455,9.093455,-8.482916,-8.482916,-8.482916,-0.561203,-10.103151,-0.919686,11.237407,17.582609,21.103279,3.352224,4.193162,4.593831,-0.584203,-10.276228,-0.622511,1.843855,1.670742,0.359511,-2.914174,-2.988327,-0.767536,0.067215,-0.308339,-0.1381,2.857274,2.232551,0.201172,1.690347,1.494172,0.448522,0.39305,-0.359163,-0.240359,other
